train_no,train_name,zone,source_station,destination_station,current_station,day_of_week,month,festival,weather,temperature,humidity,visibility_km,rainfall_mm,track_congestion,station_congestion,previous_station_delay,average_route_delay,distance_from_source,distance_remaining,train_priority,locomotive_type,maintenance_flag,delay_minutes
12951,Mumbai Rajdhani,WR,AGC,LKO,NDLS,Friday,4,None,Rain,35.8,40,14.8,88,Medium,Low,19,0,1520,1325,Freight,WAG-9,Yes,25
12627,Karnataka Express,SWR,SBC,MAS,NDLS,Wednesday,10,None,Cloudy,43.4,60,14.5,0,Low,Low,9,2,1119,1512,Freight,WAP-5,Yes,11
12627,Karnataka Express,SWR,BPL,LKO,MAS,Wednesday,10,Chhath,Clear,35.2,35,5.8,0,Medium,Medium,4,6,104,1584,Vande Bharat,WDP-4D,No,18
12622,Tamil Nadu Express,SR,BCT,KOTA,NGP,Thursday,9,None,Clear,10.5,84,2.6,0,High,High,0,12,1686,1540,Vande Bharat,WAP-7,Yes,30
12622,Tamil Nadu Express,SR,BPL,CNB,MAS,Saturday,4,None,Rain,43.5,61,5.8,102,Low,Medium,9,20,656,1052,Rajdhani,WAP-7,Yes,34
12951,Mumbai Rajdhani,WR,MAS,BCT,CNB,Monday,2,None,Rain,40.0,74,12.6,27,High,High,24,0,111,364,Mail,WAP-7,Yes,52
12627,Karnataka Express,SWR,AGC,SBC,BPL,Monday,5,None,Rain,8.6,35,8.1,83,High,High,28,13,1567,896,Passenger,WAG-9,Yes,65
12138,Punjab Mail,CR,LKO,NGP,CNB,Tuesday,2,None,Clear,37.5,89,4.6,0,High,Low,2,23,85,10,Freight,WAG-9,Yes,33
12627,Karnataka Express,SWR,CNB,KOTA,CNB,Friday,2,None,Clear,27.0,40,2.9,0,High,Medium,12,12,595,1375,Rajdhani,WDP-4D,Yes,32
22436,Vande Bharat,NR,SBC,HWH,BPL,Wednesday,7,None,Cloudy,32.8,50,1.7,0,High,Low,18,3,345,9,Mail,WAP-5,Yes,21
11057,Amritsar Express,CR,PRYJ,KOTA,LKO,Monday,12,None,Rain,25.8,77,5.5,40,Medium,High,23,15,154,38,Freight,WAP-7,No,55
22436,Vande Bharat,NR,NDLS,NGP,PRYJ,Friday,11,Chhath,Rain,25.5,39,5.6,29,High,High,14,4,339,1550,Freight,WAP-5,No,57
12001,Shatabdi,NR,LKO,HWH,HWH,Monday,1,Chhath,Rain,35.2,81,14.1,6,Low,Medium,11,14,1328,663,Rajdhani,WDP-4D,No,45
12001,Shatabdi,NR,AGC,MAS,AGC,Tuesday,2,None,Clear,38.9,,3.9,0,Low,High,0,16,1053,1317,Mail,WAP-5,Yes,26
12001,Shatabdi,NR,LKO,KOTA,HWH,Friday,1,None,Fog,16.5,62,10.9,0,Medium,High,1,8,1172,300,Rajdhani,WAP-5,No,34
12001,Shatabdi,NR,NGP,AGC,HWH,Friday,11,None,Cloudy,40.5,56,14.2,0,Low,Medium,0,2,1046,541,Express,WDP-4D,No,2
12301,Howrah Rajdhani,ER,CNB,AGC,AGC,Tuesday,10,None,Clear,27.3,84,10.3,0,Low,High,21,13,1104,1694,Rajdhani,WAG-9,No,36
12622,Tamil Nadu Express,SR,NDLS,NGP,AGC,Wednesday,4,Diwali,Clear,37.2,68,5.4,0,High,High,0,4,11,1452,Vande Bharat,WAP-7,Yes,30
12951,Mumbai Rajdhani,WR,AGC,MAS,CNB,Tuesday,6,None,Rain,21.4,39,6.5,75,Medium,Medium,17,1,1145,1136,Passenger,WDP-4D,No,26
12622,Tamil Nadu Express,SR,SBC,AGC,SBC,Saturday,1,Holi,Clear,12.4,49,6.8,0,High,Low,21,13,1647,186,Express,WAG-9,No,50
12301,Howrah Rajdhani,ER,BCT,PRYJ,CNB,Sunday,9,None,Clear,34.8,71,9.3,0,High,Medium,6,0,585,398,Rajdhani,WAP-5,Yes,6
12951,Mumbai Rajdhani,WR,KOTA,CNB,MAS,Wednesday,6,None,Clear,44.9,71,5.4,0,Medium,Medium,0,3,1670,566,Express,WAP-5,No,0
11057,Amritsar Express,CR,HWH,NDLS,PRYJ,Sunday,6,None,Clear,28.7,84,4.6,0,Low,High,33,3,1588,939,Vande Bharat,WAG-9,Yes,46
12138,Punjab Mail,CR,BCT,PRYJ,BCT,Tuesday,8,None,Clear,16.2,49,12.0,0,Medium,Medium,8,7,642,724,Express,WDP-4D,Yes,15
22436,Vande Bharat,NR,BPL,CNB,CNB,Sunday,8,Holi,Fog,15.7,,12.6,0,High,Medium,13,11,760,1271,Mail,WAG-9,No,71
12138,Punjab Mail,CR,LKO,NGP,PRYJ,Monday,1,None,Clear,12.7,87,12.0,0,Medium,High,20,9,1380,431,Passenger,WAP-7,No,39
12622,Tamil Nadu Express,SR,HWH,PRYJ,LKO,Sunday,2,None,Rain,25.4,98,5.3,24,Medium,Medium,14,20,1476,552,Express,WAG-9,No,50
22436,Vande Bharat,NR,LKO,SBC,BPL,Monday,8,None,Fog,26.5,86,8.1,0,Medium,Medium,5,17,1524,685,Mail,WDP-4D,No,42
12627,Karnataka Express,SWR,KOTA,NDLS,AGC,Friday,5,Holi,Clear,43.6,45,8.7,0,High,High,0,2,949,1293,Express,WAP-5,No,28
11057,Amritsar Express,CR,MAS,HWH,HWH,Thursday,7,Eid,Clear,10.9,63,3.6,0,Medium,High,7,14,342,376,Rajdhani,WAP-5,Yes,39
12627,Karnataka Express,SWR,SBC,BCT,CNB,Saturday,5,None,Clear,10.4,80,8.3,0,Low,Medium,0,4,907,1283,Express,WAP-5,Yes,4
12951,Mumbai Rajdhani,WR,NDLS,MAS,KOTA,Saturday,11,None,Cloudy,25.6,89,14.0,0,High,Medium,29,22,1093,634,Mail,WAG-9,Yes,51
12301,Howrah Rajdhani,ER,BPL,PRYJ,KOTA,Friday,4,None,Clear,8.4,86,12.3,0,Low,Medium,6,17,1631,14,Freight,WDP-4D,Yes,15
11057,Amritsar Express,CR,NGP,AGC,AGC,Wednesday,7,None,Clear,31.9,68,3.5,0,Low,Medium,0,1,385,1747,Rajdhani,WAP-5,Yes,1
12627,Karnataka Express,SWR,BCT,MAS,BPL,Wednesday,7,None,Rain,31.0,44,4.9,20,Low,High,41,10,638,1609,Passenger,WDP-4D,No,75
12951,Mumbai Rajdhani,WR,KOTA,BCT,LKO,Thursday,12,None,Clear,10.6,80,2.9,0,Medium,Medium,12,4,1578,192,Freight,WAP-5,No,8
11057,Amritsar Express,CR,MAS,PRYJ,KOTA,Tuesday,5,None,Clear,35.6,90,7.9,0,Medium,Medium,4,3,1197,245,Passenger,WAP-5,Yes,7
12951,Mumbai Rajdhani,WR,HWH,BPL,SBC,Wednesday,9,None,Rain,11.3,40,7.6,88,High,Medium,47,0,1614,1320,Mail,WAG-9,Yes,72
12951,Mumbai Rajdhani,WR,SBC,AGC,KOTA,Monday,9,None,Fog,9.5,76,8.5,0,High,High,0,8,317,920,Mail,WDP-4D,No,45
12138,Punjab Mail,CR,NDLS,MAS,NGP,Wednesday,7,None,Clear,8.7,66,11.7,0,Low,Medium,6,0,1312,659,Rajdhani,WAP-7,Yes,6
12951,Mumbai Rajdhani,WR,LKO,SBC,NDLS,Saturday,8,None,Clear,11.7,93,9.7,0,Medium,High,0,8,1704,163,Passenger,WAP-7,No,10
11057,Amritsar Express,CR,KOTA,NDLS,HWH,Saturday,9,None,Clear,10.6,58,1.4,0,Low,High,25,15,850,1528,Rajdhani,WDP-4D,No,50
11057,Amritsar Express,CR,BCT,LKO,LKO,Thursday,9,None,Rain,32.3,88,15.0,57,Medium,Medium,0,0,1524,520,Mail,WAG-9,No,16
11057,Amritsar Express,CR,NDLS,SBC,PRYJ,Tuesday,3,None,Rain,44.8,58,0.3,29,Low,Medium,32,10,542,751,Freight,WAP-5,Yes,55
12627,Karnataka Express,SWR,PRYJ,BCT,HWH,Monday,1,Eid,Clear,35.2,61,11.9,0,Low,Medium,18,0,1578,684,Mail,WAG-9,No,26
12301,Howrah Rajdhani,ER,CNB,MAS,HWH,Friday,10,None,Cloudy,31.4,26,4.7,0,Low,Medium,3,6,1033,184,Express,WAG-9,No,1
11057,Amritsar Express,CR,LKO,SBC,KOTA,Saturday,9,None,Clear,9.8,71,4.1,0,Medium,High,0,12,504,496,Rajdhani,WDP-4D,No,22
12622,Tamil Nadu Express,SR,MAS,HWH,BCT,Sunday,4,None,Clear,21.5,44,4.9,0,High,High,20,9,408,1403,Mail,WAP-5,Yes,47
12301,Howrah Rajdhani,ER,SBC,NDLS,CNB,Friday,12,Eid,Cloudy,40.1,56,0.4,0,High,Low,5,16,289,1423,Vande Bharat,WAP-7,No,29
12951,Mumbai Rajdhani,WR,PRYJ,LKO,NDLS,Tuesday,7,None,Clear,30.9,,7.1,0,Low,Low,2,12,1041,1453,Rajdhani,WDP-4D,No,6
12301,Howrah Rajdhani,ER,LKO,CNB,NGP,Friday,5,None,Cloudy,34.4,25,3.9,0,High,Medium,3,14,1662,126,Vande Bharat,WDP-4D,No,17
12951,Mumbai Rajdhani,WR,NGP,PRYJ,CNB,Friday,3,Holi,Clear,32.3,31,11.0,0,High,High,0,0,423,1336,Express,WAP-5,Yes,18
12627,Karnataka Express,SWR,SBC,NGP,LKO,Thursday,7,Eid,Clear,36.5,92,13.8,0,Medium,Low,0,1,621,907,Vande Bharat,WDP-4D,Yes,9
22436,Vande Bharat,NR,BCT,LKO,LKO,Wednesday,3,Chhath,Clear,30.8,97,8.6,0,Low,High,12,20,1745,793,Passenger,WAG-9,Yes,42
12001,Shatabdi,NR,CNB,SBC,NDLS,Tuesday,7,Chhath,Clear,42.2,72,3.5,0,High,Low,10,5,829,1589,Rajdhani,WAG-9,No,31
11057,Amritsar Express,CR,HWH,SBC,HWH,Wednesday,8,None,Rain,34.1,24,7.9,58,Medium,Low,16,3,815,623,Mail,WAG-9,Yes,41
11057,Amritsar Express,CR,PRYJ,HWH,NDLS,Tuesday,8,Eid,Rain,25.2,77,1.5,65,Low,Low,15,0,184,512,Mail,WAP-5,Yes,45
12301,Howrah Rajdhani,ER,BCT,BPL,MAS,Sunday,12,None,Clear,22.2,85,9.3,0,Low,Medium,6,7,105,859,Mail,WDP-4D,No,5
12627,Karnataka Express,SWR,MAS,LKO,BCT,Friday,1,Chhath,Cloudy,8.1,52,0.4,0,Medium,Medium,8,7,501,1120,Mail,WAP-5,Yes,23
12001,Shatabdi,NR,LKO,NDLS,MAS,Sunday,9,None,Clear,9.2,93,12.6,0,Medium,Medium,13,6,363,932,Vande Bharat,WDP-4D,Yes,19
12301,Howrah Rajdhani,ER,PRYJ,KOTA,KOTA,Saturday,9,Diwali,Cloudy,36.1,90,1.2,0,Medium,Low,27,18,179,990,Vande Bharat,WDP-4D,No,45
12622,Tamil Nadu Express,SR,PRYJ,NGP,HWH,Sunday,2,None,Storm,12.8,92,7.5,0,High,High,0,8,1510,1736,Express,WAG-9,No,26
12951,Mumbai Rajdhani,WR,KOTA,SBC,NGP,Tuesday,4,None,fog,31.7,56,4.0,0,Low,Medium,5,17,676,1707,Mail,WAG-9,No,48
12951,Mumbai Rajdhani,WR,MAS,LKO,BPL,Sunday,6,None,Clear,40.0,,7.0,0,Medium,High,23,11,135,305,Mail,WAP-7,No,36
11057,Amritsar Express,CR,MAS,NGP,LKO,Monday,4,None,Rain,30.0,59,10.6,41,High,Low,9,11,189,908,Freight,WAP-7,No,40
12001,Shatabdi,NR,CNB,KOTA,BPL,Sunday,10,None,Fog,36.7,38,11.6,0,Low,High,7,4,1785,178,Mail,WAG-9,Yes,54
12301,Howrah Rajdhani,ER,NGP,MAS,SBC,Friday,2,None,Clear,19.5,46,4.9,0,Low,Medium,8,14,423,1111,Mail,WDP-4D,No,14
12001,Shatabdi,NR,SBC,PRYJ,HWH,Saturday,12,None,Clear,30.7,63,8.2,0,Low,Low,35,11,1432,913,Freight,WDP-4D,No,46
12622,Tamil Nadu Express,SR,CNB,MAS,NGP,Wednesday,6,Eid,Clear,36.3,92,2.2,0,High,Medium,18,11,802,375,Vande Bharat,WDP-4D,No,45
12138,Punjab Mail,CR,BPL,NDLS,BCT,Thursday,7,None,Clear,25.1,41,4.4,0,Medium,High,0,3,1209,846,Express,WAP-5,Yes,13
12138,Punjab Mail,CR,AGC,BCT,KOTA,Wednesday,9,None,Clear,24.0,75,8.6,0,Medium,High,7,3,199,1683,Passenger,WAP-5,No,20
11057,Amritsar Express,CR,BCT,HWH,BCT,Thursday,10,None,Rain,,61,7.5,85,Low,Low,11,12,1183,915,Express,WAP-5,No,46
12627,Karnataka Express,SWR,HWH,MAS,PRYJ,Friday,6,Eid,Cloudy,34.6,64,14.9,0 mm,High,Low,0,1,224,1763,Mail,WAP-7,Yes,17
11057,Amritsar Express,CR,SBC,HWH,AGC,Monday,3,None,Rain,23.0,75,8.3,85,Low,Medium,19,15,1477,996,Vande Bharat,WAG-9,Yes,50
12301,Howrah Rajdhani,ER,LKO,MAS,AGC,Saturday,9,Holi,Cloudy,33.7,,9.4,0,Medium,High,0,14,551,841,Freight,WDP-4D,Yes,24
12951,Mumbai Rajdhani,WR,HWH,BPL,SBC,Saturday,11,None,Clear,43.6,30,2.3,0,High,High,44,5,1369,159,Vande Bharat,WDP-4D,Yes,59
12622,Tamil Nadu Express,SR,NGP,NDLS,BPL,Friday,1,Eid,Clear,29.2,62,6.4,0,Medium,Medium,19,18,1344,597,Vande Bharat,WAP-7,No,45
12138,Punjab Mail,CR,BCT,LKO,NGP,Tuesday,8,None,Clear,17.3,98,4.4,0,Medium,Low,9,0,370,1637,Freight,WAP-7,No,9
12301,Howrah Rajdhani,ER,LKO,HWH,LKO,Thursday,5,None,Fog,23.3,69,3.7,0,Medium,High,4,3,975,1528,Freight,WAP-5,No,42
11057,Amritsar Express,CR,BPL,PRYJ,LKO,Wednesday,2,None,Rain,18.7,77,5.9,41,High,High,15,7,522,1340,Freight,WAG-9,No,62
22436,Vande Bharat,NR,SBC,MAS,HWH,Monday,10,None,Fog,33.1,43,4.8,0,Low,High,14,8,188,116,Freight,WAP-5,Yes,47
12301,Howrah Rajdhani,ER,BCT,HWH,LKO,Sunday,6,None,Clear,32.0,43,13.5,0,High,Low,9,16,527,331,Rajdhani,WDP-4D,Yes,25
11057,Amritsar Express,CR,AGC,KOTA,NDLS,Wednesday,2,Diwali,Clear,14.6,28,7.5,0,Low,High,0,15,71,149,Rajdhani,WDP-4D,No,33
12951,Mumbai Rajdhani,WR,BPL,LKO,MAS,Thursday,12,Eid,Rain,32.6,54,2.4,43,Medium,High,28,8,1675,1597,Passenger,WAP-7,No,66
12622,Tamil Nadu Express,SR,MAS,PRYJ,AGC,Thursday,2,Chhath,Clear,31.9,66,8.1,0,Medium,Low,20,0,1291,1410,Mail,WAG-9,Yes,28
12138,Punjab Mail,CR,SBC,CNB,LKO,Saturday,1,None,Clear,44.9,,7.4,0,Low,High,1,0,830,242,Express,WAG-9,Yes,11
22436,Vande Bharat,NR,BCT,NDLS,SBC,Sunday,2,None,Clear,25.4,25,3.8,0,High,Low,26,9,233,1018,Freight,WAP-5,Yes,35
22436,Vande Bharat,NR,AGC,KOTA,SBC,Friday,1,None,Rain,44.1,93,8.3,42,Low,Low,0,4,273,204,Vande Bharat,WAG-9,Yes,4
12951,Mumbai Rajdhani,WR,BPL,BCT,NDLS,Friday,12,Eid,Clear,34.1,95,13.3,0,Medium,High,17,0,77,1221,Express,WAG-9,Yes,27
12627,Karnataka Express,SWR,KOTA,AGC,NDLS,Tuesday,3,None,Rain,44.5,32,9.4,111,High,High,13,21,1372,88,Rajdhani,WDP-4D,No,63
22436,Vande Bharat,NR,AGC,PRYJ,KOTA,Saturday,6,Holi,Rain,24.8,33,11.2,119,High,Low,11,9,471,1595,Rajdhani,WDP-4D,Yes,49
12301,Howrah Rajdhani,ER,CNB,AGC,CNB,Wednesday,3,None,Clear,25.4,82,1.0,0,Medium,Low,13,18,65,1417,Freight,WAP-7,No,23
12001,Shatabdi,NR,BCT,BPL,BPL,Thursday,8,None,Clear,16.1,57,9.1,0,High,High,23,2,571,29,Vande Bharat,WAG-9,Yes,43
22436,Vande Bharat,NR,KOTA,AGC,HWH,Thursday,8,Eid,Clear,43.0,93,13.5,0,Medium,Low,23,10,492,170,Freight,WAP-7,No,33
22436,Vande Bharat,NR,LKO,KOTA,PRYJ,Thursday,12,Chhath,Clear,8.6,59,2.6,0,Medium,High,9,6,1297,2,Vande Bharat,WAP-7,No,25
12622,Tamil Nadu Express,SR,NGP,NDLS,PRYJ,Wednesday,8,None,Clear,43.0,89,8.7,0,Low,High,31,16,1267,83,Mail,WDP-4D,Yes,57
12301,Howrah Rajdhani,ER,NGP,CNB,LKO,Wednesday,8,None,Storm,12.2,81,11.1,0,High,High,14,20,995,1026,Freight,WAP-7,No,44
12627,Karnataka Express,SWR,BPL,HWH,KOTA,Tuesday,9,Eid,Fog,37.9,28,3.0,0,Medium,Low,32,16,1284,46,Mail,WAG-9,Yes,75
12138,Punjab Mail,CR,KOTA,AGC,BPL,Thursday,5,None,Fog,15.0,22,13.1,0,Low,High,2,1,1161,270,Mail,WAP-5,No,33
22436,Vande Bharat,NR,BPL,KOTA,PRYJ,Wednesday,10,None,Fog,21.1,78,14.4,0,High,Low,7,1,259,902,Mail,WDP-4D,Yes,23
22436,Vande Bharat,NR,NGP,NDLS,MAS,Friday,9,None,Clear,21.8,89,14.6,0,High,Medium,11,9,678,1325,Vande Bharat,WDP-4D,No,20
12627,Karnataka Express,SWR, HWH ,MAS,LKO,Friday,11,None,Fog,42.1,63,10.4,0,High,Medium,15,5,399,1194,Freight,WAP-5,No,55
22436,Vande Bharat,NR,NDLS,BCT,NGP,Wednesday,6,None,Fog,43.4,85,6.0,0,Medium,Medium,0,2,719,630,Passenger,WAP-7,Yes,5
12138,Punjab Mail,CR,SBC,AGC,BPL,Friday,7,Diwali,Clear,43.9,74,11.0,0,Medium,Low,18,0,181,13,Passenger,WDP-4D,No,26
12001,Shatabdi,NR,NGP,BPL,SBC,Saturday,8,Eid,Rain,15.4,68,4.5,63,Low,Medium,15,2,254,1339,Vande Bharat,WDP-4D,No,47
12001,Shatabdi,NR,BPL,MAS,CNB,Monday,5,None,Clear,26.2,28,9.1,0,Medium,High,0,9,333,1191,Rajdhani,WAP-5,No,19
12138,Punjab Mail,CR,SBC,LKO,KOTA,Wednesday,11,None,Clear,23.5,65,0.9,0,Medium,High,6,5,1638,616,Mail,WDP-4D,Yes,21
12622,Tamil Nadu Express,SR,LKO,NDLS,LKO,Saturday,2,None,Rain,25.9,63,13.8,21,Low,Low,14,12,854,943,Rajdhani,WAP-7,Yes,37
12951,Mumbai Rajdhani,WR,BPL,KOTA,PRYJ,Monday,7,None,Rain,24.4,96,7.9,44,Low,High,3,20,1414,1562,Rajdhani,WAP-7,Yes,33
12138,Punjab Mail,CR,AGC,NDLS,CNB,Wednesday,1,None,Clear,27.0,27,7.1,0,Medium,Low,26,12,185,298,Vande Bharat,WDP-4D,No,38
12622,Tamil Nadu Express,SR,LKO,NGP,SBC,Saturday,10,None,rain,10.5,94,11.5,68,Low,High,13,14,379,900,Vande Bharat,WAP-7,Yes,59
12622,Tamil Nadu Express,SR,AGC,SBC,CNB,Wednesday,11,None,Rain,36.2,60,2.0,15,High,Low,0,8,1722,909,Express,WAG-9,No,30
11057,Amritsar Express,CR,CNB,BCT,BPL,Tuesday,2,None,Cloudy,8.5,82,10.1,0,Medium,Medium,0,6,744,407,Mail,WAP-5,No,6
12301,Howrah Rajdhani,ER,CNB,AGC,SBC,Thursday,8,None,Clear,36.3,95,4.2,0,High,Medium,0,17,472,1286,Express,WAP-7,Yes,17
12951,Mumbai Rajdhani,WR,BCT,BPL,MAS,Wednesday,9,None,Clear,30.4,61,2.5,0,High,High,13,9,703,1657,Freight,WAP-7,Yes,32
11057,Amritsar Express,CR,BCT,AGC,BPL,Friday,11,None,Clear,25.0,24,2.8,0,High,Medium,15,4,1104,1171,Passenger,WAG-9,Yes,27
12951,Mumbai Rajdhani,WR,AGC,PRYJ,BPL,Wednesday,1,None,rain,33.0,56,4.9,4,High,Low,17,13,1354,500,Express,WAP-5,No,53
12301,Howrah Rajdhani,ER,SBC,BCT,PRYJ,Monday,8,None,clear,,24,7.0,0,Medium,High,0,7,204,1414,Vande Bharat,WAP-5,No,9
12138,Punjab Mail,CR,NGP,MAS,KOTA,Friday,2,None,Clear,43.9,45,7.6,0,Low,High,12,14,1212,689,Mail,WAP-7,No,36
11057,Amritsar Express,CR,CNB,KOTA,BCT,Thursday,4,None,Rain,37.8,75,10.0,41,Low,Medium,0,14,1353,1687,Vande Bharat,WAG-9,No,33
11057,Amritsar Express,CR,HWH,MAS,NDLS,Tuesday,7,None,Rain,13.5,39,11.2,98,Medium,Medium,0,16,488,232,Express,WAP-5,Yes,23
22436,Vande Bharat,NR,PRYJ,BPL,BPL,Monday,6,None,Rain,31.9,24,3.2,35,Low,Low,8,22,1232,610,Rajdhani,WAG-9,No,44
12301,Howrah Rajdhani,ER,AGC,LKO,CNB,Saturday,12,None,Clear,42.5,86,10.0,0,High,High,9,24,483,866,Express,WAP-5,Yes,43
12001,Shatabdi,NR,CNB,PRYJ,BPL,Wednesday,1,Holi,Clear,10.1,88,5.7,0,Low,Medium,0,5,1321,1240,Rajdhani,WAP-7,Yes,13
12627,Karnataka Express,SWR,NGP,AGC,PRYJ,Thursday,11,None,Rain,41.4,35,8.1,31,Medium,Medium,40,9,649,1663,Vande Bharat,WAG-9,Yes,62
12627,Karnataka Express,SWR,BCT,BPL,BPL,Saturday,11,Eid,Fog,20.3,74,13.2,0,Low,Low,5,0,376,1290,Passenger,WAP-5,Yes,34
11057,Amritsar Express,CR,CNB,MAS,PRYJ,Sunday,6,None,Clear,13.8,86,10.8,0,High,Low,20,0,1637,577,Express,WAP-7,No,28
12622,Tamil Nadu Express,SR,LKO,AGC,AGC,Wednesday,3,Holi,Cloudy,16.3,22,13.9,0,High,High,0,0,182,753,Express,WAP-7,Yes,26
11057,Amritsar Express,CR,BPL,MAS,BPL,Tuesday,1,None,Clear,15.1,54,4.5,0,Medium,Medium,26,19,594,536,Express,WAG-9,Yes,45
12622,Tamil Nadu Express,SR,HWH,MAS,MAS,Thursday,6,None,Clear,12.9,61,14.6,0,Medium,High,12,15,1241,1373,Freight,WAP-7,Yes,37
12627,Karnataka Express,SWR,NGP,HWH,AGC,Wednesday,1,None,Clear,21.7,91,0.8,0,Low,Medium,16,16,261,1022,Mail,WDP-4D,No,32
12627,Karnataka Express,SWR,PRYJ,HWH,PRYJ,Thursday,1,None,Rain,14.1,82,11.5,20,High,High,1,1,904,730,Vande Bharat,WAG-9,No,31
12138,Punjab Mail,CR,BCT,LKO,BCT,Sunday,8,None,Clear,18.5,41,11.3,0,Medium,High,22,1,1386,193,Mail,WAP-7,No,33
12301,Howrah Rajdhani,ER,AGC,KOTA,HWH,Saturday,12,None,Cloudy,20.0,23,1.4,0,High,High,0,9,1632,1165,Express,WAP-5,Yes,19
12627,Karnataka Express,SWR,KOTA,NDLS,SBC,Thursday,7,Chhath,Clear,22.1,71,4.0,0,Low,Medium,29,16,1507,1651,Mail,WAP-5,No,53
12301,Howrah Rajdhani,ER,KOTA,NGP,CNB,Saturday,12,Holi,Clear,25.6,92,9.1,0,Low,Medium,16,0,317,1014,Freight,WAP-7,No,16
12138,Punjab Mail,CR,AGC,BCT,BPL,Friday,5,Chhath,Clear,33.3,58,12.7,0,High,Medium,8,10,727,521,Freight,WAP-7,Yes,34
12301,Howrah Rajdhani,ER,SBC,MAS,BPL,Tuesday,3,None,Clear,22.5,30,6.4,0,High,Medium,2,19,160,1529,Freight,WDP-4D,Yes,21
11057,Amritsar Express,CR,NGP,NDLS,NDLS,Wednesday,2,None,Clear,32.3,78,10.4,0,High,High,0,2,256,276,Rajdhani,WAP-5,Yes,20
12951,Mumbai Rajdhani,WR,SBC,CNB,NDLS,Thursday,8,None,Clear,32.0,75,12.7,0,High,Low,27,15,40,1760,Passenger,WAP-5,Yes,42
12627,Karnataka Express,SWR,HWH,AGC,NDLS,Sunday,8,None,Clear,39.4,75,14.7,0,Medium,High,0,1,474,1462,Rajdhani,WAP-7,No,11
12622,Tamil Nadu Express,SR,NGP,BCT,PRYJ,Saturday,6,None,Cloudy,25.5,83,9.4,0,High,Medium,0,10,1233,1747,Vande Bharat,WAG-9,Yes,18
12627,Karnataka Express,SWR,SBC,AGC,AGC,Thursday,5,None,Fog,35.2,80,12.0,0,Low,High,14,19,480,428,Freight,WAP-7,Yes,55
12622,Tamil Nadu Express,SR,PRYJ,KOTA,MAS,Friday,5,Diwali,Clear,41.1,24,12.1,0,Medium,Medium,16,11,309,1747,Vande Bharat,WAP-7,Yes,35
12138,Punjab Mail,CR,BPL,BCT,BCT,Sunday,2,None,Fog,39.8,33,12.4,0,Low,High,23,14,315,1325,Mail,WDP-4D,Yes,84
12301,Howrah Rajdhani,ER,CNB,BPL,AGC,Tuesday,7,None,Fog,38.9,80,5.3,0,High,Low,19,11,846,838,Passenger,WDP-4D,Yes,64
12138,Punjab Mail,CR,LKO,NDLS,SBC,Friday,5,Eid,Fog,11.1,60,6.1,0,Low,Medium,28,13,858,823,Vande Bharat,WDP-4D,No,80
12622,Tamil Nadu Express,SR,NDLS,PRYJ,NGP,Saturday,3,None,Rain,22.9,46,13.3,80,High,High,0,10,1065,1107,Mail,WAP-5,Yes,53
12627,Karnataka Express,SWR,NGP,KOTA,MAS,Monday,8,None,Clear,37.5,95,4.0,0,Medium,High,0,12,610,1172,Vande Bharat,WAP-7,No,22
12622,Tamil Nadu Express,SR,CNB,HWH,HWH,Sunday,6,Eid,Fog,32.6,96,3.7,0,Medium,Medium,0,0,930,200,Express,WAG-9,No,36
12301,Howrah Rajdhani,ER,BCT,NDLS,AGC,Saturday,7,None,Cloudy,24.5,67,10.2,0,Medium,High,0,2,1687,333,Express,WAP-5,No,4
12138,Punjab Mail,CR,LKO,NGP,NGP,Wednesday,5,None,Clear,25.5,40,14.2,0,Medium,Low,0,3,995,57,Express,WAP-5,No,3
12951,Mumbai Rajdhani,WR,PRYJ,SBC,CNB,Tuesday,9,None,Clear,8.1,90,5.4,0,Low,Medium,0,8,1303,943,Passenger,WAG-9,Yes,0
12622,Tamil Nadu Express,SR,BCT,HWH,MAS,Friday,2,None,Rain,41.3,63,8.2,86,Medium,High,9,11,394,1267,Freight,WAP-7,Yes,40
12138,Punjab Mail,CR,NGP,NDLS,BCT,Monday,9,None,Rain,43.6,55,11.8,32,High,High,0,12,649,782,Mail,WAP-7,Yes,54
12301,Howrah Rajdhani,ER,NGP,LKO,PRYJ,Wednesday,7,None,Clear,11.3,59,14.3,0,High,Low,38,15,1695,247,Rajdhani,WAP-5,Yes,53
22436,Vande Bharat,NR, BPL ,NGP,NGP,Saturday,3,None,Clear,10.2,79,8.4,0,Low,Medium,26,10,623,1163,Passenger,WAG-9,Yes,28
22436,Vande Bharat,NR,LKO,KOTA,NGP,Wednesday,10,None,Storm,27.9,74,14.4,0,High,Medium,31,11,513,1719,Vande Bharat,WAG-9,No,42
22436,Vande Bharat,NR,HWH,NGP,PRYJ,Wednesday,11,None,Clear,28.8,58,1.5,0,High,Low,19,0,535,1541,Vande Bharat,WAG-9,No,19
22436,Vande Bharat,NR,MAS,KOTA,KOTA,Sunday,11,Chhath,Clear,20.2,37,9.8,0,Low,High,0,10,1333,158,Freight,WAP-7,No,20
12301,Howrah Rajdhani,ER,KOTA,AGC,HWH,Wednesday,12,None,clear,36.4,21,2.0,0,Medium,Low,2,9,452,479,Passenger,WDP-4D,Yes,3
12627,Karnataka Express,SWR,BPL,HWH,CNB,Monday,3,Chhath,Clear,31.6,34,13.1,0,High,High,0,8,531,1167,Express,WDP-4D,Yes,34
